,x,y,distance_from_base_station,battery_discharge_rate,power,memory,cpu_power,qos,qoe,data_rate,eligibility
0,134.4679671173522,211.64750984736543,465.5758001019236,45.31287000514353,9.301212373036702,6,65.9532689943244,0.9924670027691436,0.1473882255877816,32377.5364390116,False
1,583.4569000329462,125.55580047017834,383.63200169516375,107.1644852289438,10.982723781681042,12,48.63994965734957,0.993799269999582,0.1369976050523317,454504.39934570366,False
2,367.3940580745709,380.5864301460333,178.4486943051096,42.09948607138386,17.630752846616655,6,88.38675613298005,0.9951142787958664,0.12534755194788,47740.90223175826,False
3,263.1333389213982,37.84421101703084,519.3205064514552,117.51841476533106,8.352310899609844,8,93.33343260157672,0.9928222688866856,0.1436665940837831,1416553.9711790378,False
4,61.52894995040437,28.57975653757672,643.8120126851979,67.06352864868863,6.485838822941798,4,30.08443287150827,0.9924361839175811,0.1484437200454897,57756.3335909028,False
5,239.68790189402463,292.3790145787741,332.9697614012657,72.69147672956186,12.21292444053709,6,87.90613279273897,0.99383977339583,0.134867512903649,269161.252385151,False
6,266.74431730676696,102.48661053097996,460.8959842695909,35.60880377448539,9.388961854995,6,23.74589490271956,0.9928327318981136,0.1430485129539623,32034.84697434427,False
7,291.99078088953536,368.4422569347053,246.12044814557643,50.146110152362446,14.838066394783636,6,42.8012789025429,0.994599052286316,0.1291378139032189,342273.2988642441,False
8,470.6320921866606,20.019712058991225,480.87789595828434,127.00817000127395,9.020324043821685,8,63.87940842054768,0.993240482359122,0.1409329607361428,15257.720899958502,False
9,127.879989205674,1.69116830347249,621.9204082359153,89.57559453960647,6.786324171453284,12,92.65749642850636,0.9927570715606178,0.1450688817373259,9524.908134597215,False
10,547.8108731531846,75.15816266721775,427.5236441882065,44.443990820352745,10.041817571166373,8,67.153863323792,0.9933274926816246,0.1410172460301189,38510.11392713367,False
11,376.3247497099552,419.3651741380191,147.63990881904937,51.97052439608933,19.276944972565385,4,82.5260888951961,0.9953149033199272,0.124920340751691,16905.186140962185,False
12,143.64368018522188,41.521148730275904,580.6829459640934,51.98021736554926,7.382238909578898,8,56.2184148277227,0.9923659905458304,0.1483473428331674,49539.89702934989,False
13,244.124751971747,288.5580829301014,331.93346750171764,49.67677334054493,12.239999483463915,4,34.99199348796274,0.9938444635607576,0.1347480021846717,14152.584930329363,False
14,208.4715168630562,261.8265762561505,376.45110739376855,111.46699719803512,11.146848758154274,12,73.92399352273424,0.9934482523517876,0.1382035328265425,17844.558125174462,False
15,45.57815444243796,309.6728371477925,492.6699124559074,96.89775785549736,8.809899527699496,12,92.27451202934702,0.9934320470790142,0.1399184154471834,830.952069950298,False
16,369.2236826412697,363.1826903111976,189.2654786599844,94.43041187407142,17.119592189890266,12,57.79304517163733,0.9950849967158591,0.1250093832238055,18291.879800761115,False
17,503.4114805443192,320.2511577226561,179.7812128659436,78.70179450288347,17.566134218690106,6,52.60828570514672,0.9952324019101552,0.1242135066258781,177057.73260808497,False
18,506.7468520673219,121.2261502087374,378.833933668187,45.69040408860346,11.0920428674282,12,9.4147168983689,0.9936781493089027,0.137005261771122,6259.045048653392,False
19,276.69911922570213,76.30757993986792,478.93480785070176,31.38923408702228,9.055492304982009,8,96.64118380991891,0.9928746352382424,0.1428260068418623,290587.6792790673,False
20,133.54371533434195,26.850054040219227,598.4656046363076,98.85872256840786,7.120236430033241,12,10.84643485799872,0.992448005208034,0.1477646225060297,136977.0203569918,False
21,110.773155458881,320.046909055692,428.81307285558216,104.68488273161888,10.015660001737242,4,63.97255306522723,0.99342546291839,0.1398003816548509,10733.701021821653,False
22,269.1204717263324,320.92950187416835,292.18418826983907,43.67441594665453,13.34788613638862,12,71.18311029188374,0.9942813376630448,0.1310158310529085,47739.89065549772,False
23,212.7566583964282,95.2676845777457,496.3033189921717,79.52197855628162,8.746076748326924,6,8.743060045111328,0.9926333483875368,0.1450700007724953,14022.048930734716,False
24,333.2351051420963,367.7572463366643,212.83485629339324,55.54685664542898,16.10016524819238,6,66.26115412875185,0.9949301182275156,0.1260845896025396,120895.36597606594,False
25,263.3761196155635,302.98529652355154,307.9052681493141,85.37499180057387,12.892677946910776,6,25.43656767342315,0.9941387969857444,0.1320517569542767,10976.884129898488,False
26,487.6573937480545,267.5108208753756,232.8165765986869,137.32944966197817,15.320742359622963,6,88.05937311260155,0.9948507283824342,0.126518703187323,212609.8008562672,False
27,406.6564272995985,356.81543547818507,170.92349774614644,77.79286170556063,18.004984907594274,6,3.670868510926739,0.9953167867829088,0.1229946369010705,33423.151522141336,False
28,550.8680979237203,101.67472438328416,401.5601929742412,63.09520295907546,10.58600725341503,6,42.98196553444642,0.9931495606373628,0.1430108482752192,2314447.140191404,False
29,537.3814758443596,189.8831857868195,312.3616704943722,41.54719097607547,12.76786560376102,6,93.1432316503022,0.9942661026583878,0.1320694135098634,3453.3897597209207,False
30,446.71683631913584,76.65367945016699,426.6863047426338,28.89814661848246,10.058846266166878,8,3.5269774662291757,0.9932180900949198,0.1406810706860201,350997.4913069337,False
31,469.3057871608214,428.0339125805508,78.23843326831513,68.86767223751582,24.79261743711096,6,25.065359398494845,0.9956527668034162,0.1274485523464403,95222.29714230674,False
32,391.6069078408396,152.99341944294153,363.5417849129953,74.65583137347885,11.449933635137182,8,34.85098691858053,0.9933555947878152,0.1388350997299431,96217432.29677756,True
33,363.62420402300097,309.81042810197846,234.03083341114,50.625057551250165,15.275558754776338,4,55.40425637739127,0.9948387994124712,0.1257437503056861,91803.77201528134,False
34,532.9329152025286,31.21135984330048,469.9440030936712,71.33461793572057,9.220098098995049,12,62.67376158410216,0.9933733868180304,0.1403234006498685,89672.99623250893,False
35,57.26601536346987,53.03191780931593,629.1214887836509,54.00158345105656,6.686329947663776,6,10.057456732119396,0.992419440707696,0.1485064419817584,13062.218483242375,False
