,x,y,distance_from_base_station,battery_discharge_rate,power,master_parameter,memory,cpu_power,qos,qoe,data_rate,eligibility
0,134.4679671173522,211.64750984736546,465.5758001019236,45.31287000514353,9.301212373036702,390.05904007636826,6,65.9532689943244,0.9924670027691436,0.1473882255877816,32377.536439011597,False
1,583.4569000329462,125.55580047017834,383.63200169516375,107.1644852289438,10.982723781681042,4640.437572791025,12,48.63994965734957,0.9937992699995819,0.13699760505233174,454504.39934570366,False
2,367.3940580745709,380.5864301460333,178.4486943051096,42.09948607138386,17.630752846616655,557.467519843073,6,88.38675613298005,0.9951142787958663,0.12534755194788,47740.902231758264,False
3,263.1333389213982,37.84421101703084,519.3205064514552,117.51841476533106,8.352310899609844,14283.141790923635,8,93.33343260157673,0.9928222688866857,0.1436665940837831,1416553.9711790378,False
4,61.52894995040437,28.579756537576717,643.8120126851979,67.06352864868863,6.485838822941798,633.3802360805973,4,30.08443287150827,0.9924361839175811,0.14844372004548978,57756.3335909028,False
5,239.68790189402466,292.3790145787741,332.9697614012657,72.69147672956186,12.21292444053709,2784.017790832929,6,87.90613279273897,0.99383977339583,0.13486751290364907,269161.252385151,False
6,266.74431730676696,102.48661053097996,460.89598426959094,35.60880377448539,9.388961854995,360.7203000095427,6,23.745894902719556,0.9928327318981135,0.14304851295396237,32034.84697434427,False
7,291.99078088953536,368.4422569347053,246.12044814557643,50.146110152362446,14.838066394783635,3482.625716367286,6,42.8012789025429,0.9945990522863161,0.1291378139032189,342273.2988642441,False
8,470.6320921866606,20.019712058991225,480.87789595828434,127.00817000127397,9.020324043821685,260.5311602324067,8,63.879408420547676,0.993240482359122,0.14093296073614284,15257.720899958502,False
9,127.87998920567401,1.69116830347249,621.9204082359153,89.57559453960647,6.786324171453284,201.75878891575522,12,92.65749642850635,0.9927570715606178,0.14506888173732596,9524.908134597217,False
10,547.8108731531846,75.15816266721775,427.52364418820645,44.443990820352745,10.041817571166373,453.92097512899215,8,67.153863323792,0.9933274926816246,0.14101724603011898,38510.113927133665,False
11,376.3247497099552,419.3651741380191,147.63990881904937,51.970524396089324,19.276944972565385,249.93864054154727,4,82.5260888951961,0.9953149033199273,0.124920340751691,16905.186140962185,False
12,143.64368018522188,41.521148730275904,580.6829459640934,51.98021736554926,7.3822389095788985,561.1894058449243,8,56.2184148277227,0.9923659905458303,0.14834734283316744,49539.89702934989,False
