,x,y,distance_from_base_station,battery_discharge_rate,power,memory,cpu_power,qos,qoe,data_rate,eligibility
0,978.8898391283569,333.45801030301527,507.0223982750803,119.62394239421117,8.34781585725754,8,3.118127423663375,0.9964317739253689,0.10695758223834305,2353997.8589124647,False
1,929.4111450951026,189.38088670692844,529.9794006137043,50.805276624807696,7.963178968169199,6,59.29806257040848,0.9964546349755293,0.1074755751749349,565372.9415377707,False
2,780.631142279124,960.1061911839533,538.9355668191612,49.09175374168908,7.817621848820661,4,45.19053652243018,0.9960542004070417,0.11112167043699037,93368.70726772775,False
3,706.8695557677734,872.2633004164655,425.8814130019242,76.37668878464495,9.862585034925797,6,32.83184464597413,0.9963086281366219,0.10769236241728826,4132432.573566841,False
4,723.1479213803407,594.6911739274699,242.40753543594528,54.52920642346426,14.757436439133667,8,0.30191146005988934,0.9979854892660509,0.08185717447098859,7381631.985787756,False
5,948.3742277984267,763.5739044083055,520.106384539619,81.2665681046063,8.126515061828979,4,26.029838444342445,0.9963218058312344,0.10686712875609841,45587.24309372821,False
6,718.0729427479663,464.11892678929877,221.00511255061383,39.443902683281834,15.560312352921311,12,99.08856036342996,0.9979229721062929,0.08389441640710096,6640343.457767306,False
7,969.2060730974065,292.6394290743216,512.9841570712608,74.25068843146092,8.246279708563574,4,42.65854843571957,0.9962942562316243,0.10918301302722795,193121.6697725718,False
8,573.9022372282113,494.8394497781191,74.082197226644,58.17828496590713,25.0540816664121,6,40.253963844089114,0.9987313549853707,0.06927464923610932,305442.78399846656,False
9,620.0838004270971,518.188487608386,121.45344872211452,52.47724597027297,20.76016173533932,12,81.20659429512938,0.9985228726415606,0.07347662439835209,2722000.2545873667,False
10,995.0860712893525,350.93752085810735,517.0394962405222,111.22115607215994,8.177884365677496,12,8.208834071729632,0.9965783908759372,0.10466983923916359,8034.687539842301,False
11,981.3216469429293,995.4438371739341,690.7496823086389,72.7614439051489,5.661944884243692,8,96.83398622302825,0.9961467937459536,0.11003917044985688,1586789211.3474967,True
12,535.1768971361679,731.2024678649677,233.86319770109185,39.29503016669855,15.069121087960507,12,31.616611172190133,0.9977409050393312,0.08727066126875091,2507859.714781004,False
13,821.0785529291095,389.28150861802925,339.6321855845681,63.99161585345302,11.828181963696348,6,6.832411393652871,0.9971270684892565,0.09695974088979037,1339546.0795255278,False
14,921.1760556573815,830.3445609643244,535.2726397059932,59.04589338728234,7.876857858703286,8,21.614555844058803,0.9957948513787251,0.11407562276702396,1235802.960204881,False
15,723.7026543077036,867.0728714788414,429.8666892421812,45.814240781660565,9.78168291019092,4,68.17961600355255,0.9962757196524604,0.10804247391183774,4024272.9369957657,False
16,607.2387393561438,982.426389478459,494.20174876655057,103.39968168716919,8.570273204191277,12,25.530606261984033,0.9966276285066591,0.10387575040625044,156499339.7990317,True
17,977.4880275257585,131.94402273851435,602.8764540337819,67.78147004248426,6.843792313690766,8,26.408075676813546,0.9969232092317718,0.10030613241240537,59604.366666106805,False
18,960.941757944578,389.6763077403532,473.9605693418379,44.153475791974756,8.933514511223304,4,95.61264556260421,0.9963773561458918,0.10751303170719734,19574298.992996443,True
19,839.7987594704294,553.657595439845,344.0092069785761,33.84445061690639,11.716957439604098,4,33.21465319989447,0.9972344620261335,0.09399548359160226,339220.96152723534,False
20,743.7367936158038,401.21120760683027,262.9959126386068,57.64078781544422,14.049378782432708,8,23.278398549183976,0.9976784452596862,0.08826734143434713,1241374.5706534195,False
21,898.1185240056313,678.581058242458,436.3365140799228,46.58362439180608,9.651927607109126,6,22.73152237246181,0.9967071736760887,0.10134554245456244,6864.637941143331,False
22,582.4093126083873,883.8261608161772,392.5733263117514,80.73460854356965,10.569943005117775,12,27.980484264718598,0.9967491193059512,0.10223388740855369,158933.65768973768,False
23,862.1488516727854,434.8033356718481,367.9706453067077,48.50424605026781,11.132095273024273,4,39.02042602790341,0.9968718263399662,0.10038491814783976,157688488.48686585,True
