,distance_from_base_station,battery_discharge_rate,power,memory,cpu_power,qos,qoe,data_rate,eligibility
0,465.5758001019236,45.31287000514353,9.301212373036703,6,65.9532689943244,0.9924670027691436,0.1473882255877816,32377.5364390116,0
1,383.63200169516375,107.1644852289438,10.982723781681043,12,48.63994965734957,0.993799269999582,0.1369976050523317,454504.39934570366,0
2,178.4486943051096,42.09948607138386,17.630752846616655,6,88.38675613298004,0.9951142787958664,0.12534755194788,47740.902231758264,0
3,519.3205064514551,117.51841476533106,8.352310899609844,8,93.3334326015767,0.9928222688866856,0.1436665940837831,1416553.9711790378,0
4,643.8120126851979,67.06352864868863,6.485838822941798,4,30.08443287150827,0.9924361839175811,0.1484437200454897,57756.3335909028,0
5,332.96976140126566,72.69147672956186,12.21292444053709,6,87.90613279273897,0.99383977339583,0.134867512903649,269161.252385151,0
6,460.89598426959094,35.608803774485395,9.388961854995001,6,23.74589490271956,0.9928327318981136,0.1430485129539623,32034.84697434427,0
7,246.12044814557643,50.14611015236245,14.838066394783635,6,42.8012789025429,0.9945990522863158,0.1291378139032189,342273.2988642441,0
8,480.8778959582843,127.00817000127395,9.020324043821685,8,63.879408420547676,0.993240482359122,0.1409329607361428,15257.720899958502,0
9,621.9204082359153,89.57559453960647,6.786324171453284,12,92.65749642850635,0.9927570715606178,0.1450688817373259,9524.908134597215,0
10,427.5236441882065,44.443990820352745,10.041817571166373,8,67.153863323792,0.9933274926816246,0.1410172460301189,38510.113927133665,0
11,147.63990881904937,51.970524396089324,19.276944972565385,4,82.5260888951961,0.9953149033199272,0.12492034075169099,16905.186140962185,0
12,580.6829459640934,51.98021736554926,7.382238909578898,8,56.218414827722704,0.9923659905458304,0.1483473428331674,49539.897029349886,0
13,331.93346750171764,49.676773340544926,12.239999483463915,4,34.99199348796274,0.9938444635607576,0.1347480021846717,14152.584930329363,0
14,376.45110739376855,111.46699719803513,11.146848758154274,12,73.92399352273424,0.9934482523517876,0.1382035328265425,17844.558125174462,0
15,492.66991245590737,96.89775785549736,8.809899527699496,12,92.27451202934702,0.9934320470790142,0.1399184154471834,830.952069950298,0
16,189.2654786599844,94.43041187407142,17.119592189890266,12,57.793045171637324,0.9950849967158591,0.1250093832238055,18291.879800761115,0
17,179.78121286594362,78.70179450288347,17.566134218690106,6,52.60828570514672,0.9952324019101552,0.1242135066258781,177057.73260808497,0
18,378.833933668187,45.69040408860346,11.0920428674282,12,9.4147168983689,0.9936781493089027,0.137005261771122,6259.045048653393,0
19,478.93480785070176,31.38923408702228,9.055492304982007,8,96.64118380991891,0.9928746352382424,0.1428260068418623,290587.6792790673,0
20,598.4656046363076,98.85872256840786,7.120236430033241,12,10.846434857998721,0.9924480052080341,0.1477646225060297,136977.0203569918,0
21,428.8130728555822,104.68488273161888,10.015660001737242,4,63.972553065227224,0.9934254629183901,0.1398003816548509,10733.701021821651,0
22,292.18418826983907,43.67441594665453,13.347886136388619,12,71.18311029188374,0.9942813376630448,0.1310158310529085,47739.890655497715,0
23,496.3033189921717,79.52197855628162,8.746076748326924,6,8.743060045111328,0.9926333483875368,0.1450700007724953,14022.048930734716,0
24,212.83485629339324,55.546856645428974,16.100165248192383,6,66.26115412875185,0.9949301182275156,0.1260845896025396,120895.36597606595,0
25,307.9052681493141,85.37499180057388,12.892677946910775,6,25.43656767342315,0.9941387969857444,0.1320517569542767,10976.884129898488,0
26,232.8165765986869,137.32944966197815,15.320742359622965,6,88.05937311260155,0.9948507283824342,0.126518703187323,212609.8008562672,0
27,170.92349774614644,77.79286170556063,18.004984907594274,6,3.670868510926739,0.9953167867829088,0.1229946369010705,33423.151522141336,0
28,401.5601929742412,63.09520295907546,10.58600725341503,6,42.981965534446424,0.9931495606373628,0.1430108482752192,2314447.140191404,0
29,312.36167049437216,41.54719097607547,12.76786560376102,6,93.1432316503022,0.9942661026583878,0.1320694135098634,3453.389759720921,0
30,426.6863047426338,28.89814661848246,10.058846266166876,8,3.526977466229176,0.9932180900949198,0.1406810706860201,350997.4913069337,0
31,78.23843326831512,68.86767223751582,24.792617437110962,6,25.065359398494845,0.9956527668034162,0.1274485523464403,95222.29714230674,0
32,363.5417849129953,74.65583137347885,11.449933635137182,8,34.85098691858053,0.9933555947878152,0.1388350997299431,96217432.29677756,1
33,234.03083341113998,50.62505755125017,15.275558754776338,4,55.40425637739127,0.9948387994124712,0.1257437503056861,91803.77201528133,0
34,469.9440030936712,71.33461793572056,9.220098098995047,12,62.67376158410215,0.9933733868180304,0.1403234006498685,89672.99623250893,0
35,629.1214887836509,54.00158345105657,6.6863299476637765,6,10.057456732119396,0.9924194407076959,0.1485064419817584,13062.218483242375,0
36,406.0404176783903,75.78489924915911,10.489635021804585,6,45.11493211317343,0.992740660267513,0.1441081860532597,458905.6514221988,0
37,414.4259970685297,27.706179883382372,10.312080518393367,12,46.10437575651062,0.9928242624566748,0.144094983107351,459717.1207984131,0
38,412.0585888091661,94.1231869602123,10.361840921576741,8,97.18743172276672,0.9926270871924192,0.145176715458722,94558.17480774656,0
39,405.28276902782443,31.769824782945214,10.505857544675973,6,89.38750454349798,0.9934688774690578,0.1373992325429379,10192.779954026371,0
40,293.6968179462565,64.14029390483917,13.30303551489416,8,66.50963491654673,0.9944020666176864,0.1291610125448012,25530.75400274128,0
41,587.9729329036624,48.904350922820676,7.273873659412825,4,33.26208188662394,0.9922968544477159,0.1499297804692056,40739.4682164847,0
42,315.9066167522331,66.69673277535294,12.669845890329425,4,72.98774291078516,0.9939193076273424,0.1333785769292695,179862.07640698637,0
43,446.18280404427514,93.387508913219,9.670763768870994,12,66.7656289367828,0.9932395330975858,0.1399258151341222,34824.59468625102,0
44,404.41588262110207,29.80527519200421,10.524456272780936,8,82.63770091352394,0.9933659848384772,0.1410059003338983,168347.72391415288,0
45,329.11828384935484,45.44355483588955,12.313980143193033,8,55.104579961322706,0.9939760451974079,0.1332430765206356,668612.9920458125,0
46,486.6807283141342,140.1398378599454,8.91613735272514,4,5.216625689700272,0.9924575650914296,0.1469394747329164,3228.8790390745726,0
47,130.6959744591198,42.063267923473724,20.33577611535898,4,3.726117372490967,0.9954293183805648,0.1244952597107898,834520.8073421719,0
48,296.7512649380712,56.87804288958836,13.213168761455659,12,83.01882369731388,0.9942601335298556,0.1313389070043401,19111.75953556307,0
49,671.1051726206582,69.24086056108528,6.125208614637909,6,1.374940951859116,0.9928319281828774,0.1450224586350866,94761.90297400502,0
50,423.4463651323745,69.72459394801207,10.125052154106962,4,7.289495907772759,0.9928924623785846,0.142407854221789,463387.31861451245,0
51,221.30628731715453,56.971734384323476,15.761145290327446,8,65.39182483720596,0.9950756982419612,0.1250559107288816,17548.186670595704,0
52,301.391696066232,59.624313032124434,13.07839468918689,4,58.54273336076374,0.9944774961876296,0.1305305822913313,18050.759031945614,0
53,220.790394201286,68.82765321404376,15.781416841283312,12,17.430469084041533,0.9948160452086074,0.1278519494023403,120154.86327317038,0
54,135.24473077641912,80.37880382424372,20.03861326452329,6,77.85911014157362,0.9954390992530996,0.1242629054315734,257889.15948624475,0
