,distance_from_base_station,battery_discharge_rate,power,memory,cpu_power,qos,qoe,data_rate
0,495.6870834238518,126.87359236812323,8.54420671637568,6,91.84857595274582,0.9962196577522842,0.1108449853208144,296006.4236119333
1,434.44918042726476,98.977829116172,9.67716207286335,4,76.49780842241903,0.9404042906339868,0.4545288051371966,63.31139178540125
2,373.9523810679605,69.83443255400435,10.981839640666585,8,23.516084475309768,0.855437310530328,0.6641246496493527,640.1927667601874
3,158.75470836006477,87.32851547902295,18.729602231789013,8,58.24563896458103,0.9543998780217882,0.410458698274817,149.5363066389324
4,604.5673263254216,34.99501539908794,7.03212689571151,8,33.51252911972623,0.9934655182114228,0.1384750738822795,308169.6264604908
5,166.90903617125133,49.235462593414745,17.998761775577176,12,68.9621162678355,0.9980879599639392,0.0852554928438892,380385768.4252455
6,678.7894076998424,98.84620707113224,5.813657627847885,12,77.14113788985316,0.9956688853468948,0.1054201789664951,178481971.59684062
7,295.3983783627433,64.88328827852003,13.13612620243982,12,34.13187198740757,0.91655325053834,0.5404956186466521,12.130584552259323
8,449.60669835905264,37.31047387574275,9.68390018965261,8,80.62372545264681,0.926455489839922,0.4865453244218561,4812.502466460909
9,456.6715044195024,90.47591293175283,9.256280497922985,8,59.00608398453495,0.996453173677186,0.1079944356890496,31143.0430106222
10,329.6695066728186,38.71079388133713,12.086783196913538,4,24.876681608773808,0.9973711155641356,0.0934225169528464,9129.328517566353
11,442.3959571055669,67.49018724652393,9.532135772043912,12,98.07009282141908,0.9963869210586505,0.1080503258001412,32838.801154590095
12,343.3622616195255,75.01651534242345,11.733307544042642,12,10.056811015771473,0.9965686018877264,0.0937014851811347,1087569.8544549437
13,217.4237413568589,76.90245067278137,15.994416353129912,8,7.101013208940022,0.9278662880636848,0.4906424334842407,376.1511560851841
14,327.96379431574667,59.55724868040778,12.131840716017205,4,94.7405435442045,0.9975389308816234,0.0915248676901895,163259819.07173118
15,566.3649059464574,86.37992473511291,7.386432060552888,6,8.745840339978841,0.995558012268856,0.1071586889297472,128518.755192575
16,374.6202623030709,53.19216186555776,10.976533488946156,12,17.859188303759424,0.9971347852673,0.0949974004473232,33569.36326211342
17,287.2245556443245,50.01902388600325,13.413953193656493,6,39.917947480805246,0.9089069511439588,0.5641803274215249,1307.8153391792926
18,461.78829533456735,42.793589718777,9.159500342697084,6,18.471885143705574,0.9963347819658824,0.1066282443582059,255611.82324623052
19,419.8000312084082,74.15223553385486,10.166857845076985,4,55.165008061319426,0.9209572068155524,0.5173741696045806,12171.395409018156
20,567.0910280006342,41.59382803963975,7.421758379196961,4,75.08995976268177,0.9147701458167348,0.5342246585944839,572810.8781934362
21,287.77169371203706,46.90456035430562,13.371327502488285,8,7.620670086338954,0.9285255188591148,0.5101927930253716,234.95654103968204
22,375.3783274472175,42.318154059189695,11.171636440343315,12,4.731944770703311,0.9936731594800592,0.1481753782430985,115992.28079750633
23,475.751040329904,62.60885979026538,9.111214609364305,12,54.97007161518311,0.9280625097584652,0.4979307387530758,29.431742743876
24,415.2438063929976,59.39516040003278,10.082295492926118,4,22.49235895732743,0.9963703334443668,0.1066154477939815,184181632.31149104
25,473.28967920424117,35.573121478779996,8.94581807868657,8,36.315182166868865,0.9964074799080476,0.1096654744032524,1410669.895192153
26,481.9638984705135,57.15487720668082,8.788068589025936,4,55.11827920750898,0.9953789343447254,0.1086867480243054,2064884.0442815758
27,663.4344602971323,57.46353052845048,6.304595126228341,4,50.61833065239435,0.9604479302552004,0.3684085388861915,16.947885427470194
28,334.4039660761158,40.4407608163017,11.95051332666649,4,16.31829129941902,0.939881403130948,0.4480004629344935,10519.683812136325
29,477.56903902955764,43.44286600094496,8.914090634376196,8,53.31491272017436,0.9082646106551964,0.5407335350143756,1745.035205105525
30,454.3947855731506,40.29503210704284,9.512353559387616,4,99.33757623159832,0.9935193324315034,0.1377119233713399,101751341.1940715
31,369.546347659329,40.29974813186064,11.274328888337688,12,45.13267538722954,0.9227522020252444,0.5220975650892771,10698.129867926451
32,520.1362150731567,81.8627094944204,8.12601689972271,12,16.997041948022318,0.996279300212801,0.1101045893328537,402993.48810160474
33,469.33414143420737,80.53257770019822,9.254438311798037,6,49.027593337726,0.8997197233526685,0.5841506526154567,11.370198421234695
34,404.45105675032545,67.85276279135155,10.357494416163222,8,25.61707621166828,0.9085836342268812,0.5470987771997712,4239.352594785465
35,182.41132629072703,63.600935503916595,17.439984317550906,12,44.100306756053065,0.9947268138984712,0.1423478292440317,41277.218083901
36,368.0921663807273,86.29186112133158,11.341888838133269,6,83.44806121354611,0.9944660949173658,0.1278799992684161,542571.5726420655
37,646.2420280661194,36.19601456702393,6.240454786164133,12,34.20903285696509,0.9957203779951708,0.1182543059647661,3120711948.1529713
38,366.84937610105385,82.18413634505127,11.371264642541487,4,36.316905460965906,0.9944851620728368,0.1311666105452944,178395.08069046872
39,326.71684312998974,109.77525250354068,12.164928279208775,12,93.32414868096272,0.9965232155354156,0.0949863978844868,1176120.842893829
40,582.556109259712,89.65961345298712,7.354209331965102,4,93.48190033773723,0.936336144967745,0.4666837763880923,57.14303125540295
41,337.46256420320987,42.359708431393386,11.883846717792089,6,88.92589225331122,0.9969677695251296,0.0993210595738542,1710814.5779063646
42,416.5078239101241,64.23598970885597,10.055895484302253,12,63.84791680236122,0.9958789871070466,0.1020560299576516,34579655.60667172
43,371.28522501116163,104.7334996413944,11.00281732029162,8,87.85389511984103,0.908342712037664,0.5569820581969311,523.8809695818334
44,81.93529979732355,58.84611316959466,24.168744755470428,4,70.81906637865475,0.9499178825633392,0.4323400090904851,3824.6188250443815
45,426.4414315895067,53.44217404440635,9.851170908511461,12,54.20650492928013,0.9966851197792757,0.1043844138078944,550180.2868470736
46,420.30273734617134,147.66884579647862,10.046569076668687,12,46.07303395703931,0.92739197551226,0.4908051470370151,26638.247010226056
47,494.2910189435276,115.06818592941296,8.568704369430673,12,84.97448848378534,0.9952943603637588,0.1095415899521638,654880.5733762996
48,288.68358596969324,51.94798552430783,13.239916933612516,12,9.949695357744604,0.9979045838001044,0.0857123925449552,184244.8516563091
49,402.6074151795647,74.60466059760131,10.350723372882824,6,60.74106347404539,0.9968991613157512,0.0991623200449916,16816.688195702278
50,585.636317260525,39.19728398063045,7.0450408152544695,12,93.52241183118193,0.9322626153972324,0.4744734824628564,44.08199041936072
51,247.21572293095127,49.381263701992594,14.586836992309127,8,20.368344556624773,0.9978016991467442,0.0896958056512459,634740.9825945059
52,548.5219020808654,47.08588998173979,7.664479294780017,6,89.85442406358567,0.9957449661592688,0.1148517973682669,61470.54880583027
